N,nBytes,Threads,Blocks,Single-pass,SingleGB/s,Multi-pass,MultiGB/s
8388608,33554432,128,128,0.037510,894.546143,0.038190,878.617432
8388608,33554432,128,256,0.022480,1492.635254,0.023040,1456.355591
8388608,33554432,128,512,0.017990,1865.171021,0.019760,1698.098999
8388608,33554432,128,1024,0.018730,1791.479004,0.020320,1651.301025
8388608,33554432,128,2048,0.017700,1895.731079,0.018650,1799.163940
8388608,33554432,128,4096,0.018950,1770.680298,0.018830,1781.964966
8388608,33554432,128,8192,0.022350,1501.317139,0.019330,1735.872437
8388608,33554432,128,16384,0.031530,1064.206909,0.024100,1392.299805
8388608,33554432,128,32768,0.051400,652.809265,0.034690,967.265076
8388608,33554432,128,32768,0.051330,653.699524,0.034570,970.622742
8388608,33554432,128,32768,0.051280,654.337036,0.034650,968.381531
8388608,33554432,128,32768,0.051380,653.063416,0.034430,974.569885
8388608,33554432,128,32768,0.050610,662.999573,0.034080,984.578735
16777216,67108864,128,1,7.343040,9.139112,7.281930,9.215807
16777216,67108864,128,2,3.635149,18.461103,3.635831,18.457642
16777216,67108864,128,4,1.965190,34.148788,1.966440,34.127087
16777216,67108864,128,8,0.984751,68.148087,0.985810,68.074821
16777216,67108864,128,16,0.495400,135.464066,0.496100,135.272934
16777216,67108864,128,32,0.250750,267.632599,0.251540,266.791962
16777216,67108864,128,64,0.128790,521.072083,0.129680,517.495850
16777216,67108864,128,128,0.068410,980.981140,0.069330,967.963684
16777216,67108864,128,256,0.038710,1733.629761,0.039490,1699.388794
16777216,67108864,128,512,0.027580,2433.244141,0.029450,2278.739014
16777216,67108864,128,1024,0.030730,2183.824219,0.032240,2081.540283
16777216,67108864,128,2048,0.026680,2515.325928,0.027920,2403.610596
16777216,67108864,128,4096,0.028030,2394.177490,0.027630,2428.839844
16777216,67108864,128,8192,0.030290,2215.547119,0.027720,2420.953125
16777216,67108864,128,16384,0.037830,1773.957031,0.029870,2246.698975
16777216,67108864,128,32768,0.056900,1179.416870,0.039640,1692.958618
16777216,67108864,128,65536,0.096560,694.996277,0.061710,1087.488525
16777216,67108864,128,65536,0.096720,693.846558,0.061720,1087.312256
16777216,67108864,128,65536,0.096740,693.703064,0.061760,1086.608032
16777216,67108864,128,65536,0.096680,694.133484,0.061720,1087.312134
33554432,134217728,128,1,31.321543,4.285157,31.403688,4.273948
33554432,134217728,128,2,15.748460,8.522593,15.747087,8.523336
33554432,134217728,128,4,8.236620,16.295244,8.239108,16.290323
33554432,134217728,128,8,4.144212,32.386791,4.145340,32.377975
33554432,134217728,128,16,2.093670,64.106453,2.094550,64.079514
33554432,134217728,128,32,1.062470,126.326141,1.063260,126.232262
33554432,134217728,128,64,0.544190,246.637848,0.544790,246.366165
33554432,134217728,128,128,0.295120,454.790253,0.296000,453.438232
33554432,134217728,128,256,0.217610,616.781372,0.218110,615.367065
33554432,134217728,128,512,0.208070,645.060303,0.210370,638.008179
33554432,134217728,128,1024,0.219410,611.721252,0.221330,606.414246
33554432,134217728,128,2048,0.208920,642.436523,0.210830,636.615540
33554432,134217728,128,4096,0.207820,645.835999,0.208940,642.375000
33554432,134217728,128,8192,0.210020,639.071533,0.209060,642.006287
33554432,134217728,128,16384,0.212980,630.189453,0.209230,641.484741
33554432,134217728,128,32768,0.218830,613.342529,0.209130,641.791443
33554432,134217728,128,65536,0.230760,581.633240,0.209440,640.841492
33554432,134217728,128,131072,0.255890,524.513550,0.211610,634.269165
33554432,134217728,128,131072,0.256000,524.288086,0.211630,634.209167
33554432,134217728,128,131072,0.255830,524.636597,0.211850,633.550659
67108864,268435456,128,1,62.797821,4.274598,62.806759,4.273990
67108864,268435456,128,2,31.487373,8.525178,31.487289,8.525201
67108864,268435456,128,4,16.466722,16.301693,16.465288,16.303114
67108864,268435456,128,8,8.281344,32.414478,8.281604,32.413464
67108864,268435456,128,16,4.180939,64.204582,4.180579,64.210114
67108864,268435456,128,32,2.119500,126.650391,2.119910,126.625862
67108864,268435456,128,64,1.080791,248.369476,1.081431,248.222504
67108864,268435456,128,128,0.581750,461.427307,0.582400,460.912476
67108864,268435456,128,256,0.426750,629.022888,0.427250,628.286621
67108864,268435456,128,512,0.408550,657.043823,0.410900,653.286987
67108864,268435456,128,1024,0.431480,622.127563,0.433570,619.128662
67108864,268435456,128,2048,0.409700,655.200012,0.411500,652.334351
67108864,268435456,128,4096,0.407730,658.365295,0.408760,656.706177
67108864,268435456,128,8192,0.409980,654.752686,0.408540,657.059692
67108864,268435456,128,16384,0.414150,648.159912,0.409130,656.112488
67108864,268435456,128,32768,0.420740,638.008118,0.408930,656.433228
67108864,268435456,128,65536,0.435030,617.050293,0.409330,655.791992
67108864,268435456,128,131072,0.464340,578.100952,0.411840,651.795715
67108864,268435456,128,262144,0.521800,514.441406,0.413910,648.535583
67108864,268435456,128,262144,0.522000,514.244141,0.413940,648.488708
134217728,536870912,128,1,125.586380,4.274913,125.581497,4.275080
134217728,536870912,128,2,62.965816,8.526387,62.966694,8.526268
134217728,536870912,128,4,32.916752,16.309959,32.916924,16.309875
134217728,536870912,128,8,16.553581,32.432312,16.554359,32.430786
134217728,536870912,128,16,8.351780,64.282211,8.353278,64.270683
134217728,536870912,128,32,4.229231,126.942917,4.230190,126.914146
134217728,536870912,128,64,2.154250,249.214722,2.155090,249.117584
134217728,536870912,128,128,1.154120,465.177887,1.154269,465.117493
134217728,536870912,128,256,0.842890,636.940369,0.844270,635.899231
134217728,536870912,128,512,0.809139,663.508484,0.811360,661.692627
134217728,536870912,128,1024,0.854250,628.470398,0.856660,626.702271
134217728,536870912,128,2048,0.810890,662.076233,0.812610,660.674988
134217728,536870912,128,4096,0.806680,665.531799,0.807589,664.782043
134217728,536870912,128,8192,0.809329,663.352783,0.808169,664.305054
134217728,536870912,128,16384,0.813580,659.886719,0.808179,664.296814
134217728,536870912,128,32768,0.820790,654.090820,0.807989,664.453125
134217728,536870912,128,65536,0.836570,641.752869,0.808659,663.902771
134217728,536870912,128,131072,0.867900,618.586304,0.811210,661.815186
134217728,536870912,128,262144,0.930960,576.685303,0.814050,659.505981
134217728,536870912,128,524288,1.056040,508.381256,0.817901,656.401184
268435456,1073741824,128,1,251.168396,4.274988,251.162735,4.275084
268435456,1073741824,128,2,125.942352,8.525661,125.942589,8.525645
268435456,1073741824,128,4,65.811386,16.315441,65.813278,16.314972
268435456,1073741824,128,8,33.096142,32.443111,33.098976,32.440334
268435456,1073741824,128,16,16.693592,64.320595,16.694986,64.315224
268435456,1073741824,128,32,8.451618,127.045708,8.453268,127.020912
268435456,1073741824,128,64,4.302300,249.573914,4.302080,249.586655
268435456,1073741824,128,128,2.296030,467.651428,2.296290,467.598450
268435456,1073741824,128,256,1.675320,640.917419,1.676430,640.493164
268435456,1073741824,128,512,1.608880,667.384766,1.611180,666.431946
268435456,1073741824,128,1024,1.700809,631.312256,1.702690,630.615112
268435456,1073741824,128,2048,1.613630,665.420105,1.614730,664.966919
268435456,1073741824,128,4096,1.604610,669.160645,1.605181,668.922791
268435456,1073741824,128,8192,1.607710,667.870178,1.606071,668.551941
268435456,1073741824,128,16384,1.611439,666.324768,1.605841,668.647644
268435456,1073741824,128,32768,1.619731,662.913818,1.605921,668.614319
268435456,1073741824,128,65536,1.635540,656.505859,1.606241,668.481140
268435456,1073741824,128,131072,1.667960,643.745605,1.609010,667.330811
268435456,1073741824,128,262144,1.732610,619.725037,1.612410,665.923706
268435456,1073741824,128,524288,1.863830,576.094360,1.617560,663.803589
536870912,2147483648,128,1,502.387726,4.274554,502.318268,4.275146
536870912,2147483648,128,2,251.874634,8.526002,251.882233,8.525744
536870912,2147483648,128,4,131.614258,16.316498,131.615250,16.316374
536870912,2147483648,128,8,66.189095,32.444675,66.187103,32.445652
536870912,2147483648,128,16,33.381798,64.330978,33.381973,64.330635
536870912,2147483648,128,32,16.896132,127.099129,16.894718,127.109764
536870912,2147483648,128,64,8.595149,249.848328,8.595130,249.848892
536870912,2147483648,128,128,4.578780,469.007843,4.577929,469.094971
536870912,2147483648,128,256,3.337580,643.425415,3.338860,643.178772
536870912,2147483648,128,512,3.208389,669.333923,3.209621,669.077087
536870912,2147483648,128,1024,3.391680,633.162231,3.394211,632.690186
536870912,2147483648,128,2048,3.215989,667.752075,3.217561,667.425964
536870912,2147483648,128,4096,3.200211,671.044312,3.200840,670.912598
536870912,2147483648,128,8192,3.202860,670.489441,3.201269,670.822693
536870912,2147483648,128,16384,3.205998,669.833069,3.200500,670.983765
536870912,2147483648,128,32768,3.214149,668.134521,3.200591,670.964783
536870912,2147483648,128,65536,3.230900,664.670349,3.201029,670.872925
536870912,2147483648,128,131072,3.263861,657.958130,3.203381,670.380249
536870912,2147483648,128,262144,3.329890,644.911255,3.206809,669.663696
536870912,2147483648,128,524288,3.462631,620.188354,3.215369,667.880859
